sha,Positive,Negative,Final,new,total
4cd39cc4b36f14424a0e25219a49b37d78f93bd2,3,-2,1,6,
3ec29455af9642f6b20d7a309d3b6fb19c49b819,1,-2,-1,0,
0f34d887b78029aa9ebc3b5faf9c9f257960425c,2,-1,1,3,
0b690a991fb86903188e769763225ce9f3099b4c,1,-1,0,0,
a4146b706c0a0577f9ce65d711ad64a6847e3e24,1,-2,-1,1,
81a7d1413bd36fc42be5ef3e67a55b0c56a2672f,2,-3,-1,1,
f874a37ecb70cc15dbcce3d9924711467caf508f,1,-1,0,1,
da2e91b33a0bca01d3036dc6539a5fa5f06e23c1,1,-1,0,1,
3f244a94feece17bfd2c7a421f18e71144527cf8,1,-1,0,0,
401b196623b9a2cadaf6ef8a67f2de2d360e8fe3,1,-1,0,0,
76c5f6cd03c7c57fab823d3b0774b56c3ed97fc3,1,-1,0,2,2
f8ff834f037e51b7119630bdb7713a29c18b8e31,1,-2,-1,28,
5ab83427982fa0f07eb4da982a9a9d854dbf317c,1,-1,0,,
587afddb279bea3fd0f64d3421de8e69a35cecb9,1,-2,-1,2,
c58069f2849837aaaaa13aa4cb00b83c32966623,1,-1,0,4,
0f4001d598a8a72d246424978525f35801d2eb82,1,-1,0,0,
0a61f055f5502e82516486a0bedceff934de0198,1,-1,0,,
8c549bad3821f9b63f2313b83a15c531e94dfaf0,1,-1,0,,
a95fd91bc6b5f870c0baaaa414aaf863062306d7,1,-1,0,0,
ee9057ad99b9cc95140ee3e56265f32b6a28d709,1,-2,-1,0,
473f6a6edb8353728ea8e711ac8241ddc21adf08,1,-1,0,4,
741602050fbfe555492987b553c6e7023f0e50a1,2,-1,1,3,
602ee5444dcd2c9adad9bdffb93ae907ccad5649,1,-2,-1,16,1
9d51a40df022a91b7b87b9c6a171fe6aff920b50,1,-1,0,2,
8d78893a76a8c14c18b304ffe1fce2dc43ed4206,2,-2,0,0,
cd4594d29244f7bea9d718e74ec4ecdcb6c62c13,2,-1,1,11,2
965734a1eb1f2553985094ade9f28871016f652b,1,-1,0,2,1
ed0668384b393c3502c2136e3cc412a5c8c9056e,3,-2,1,8,
b309271e49cc596676c6002300cfc55f6d5a8cfd,1,-1,0,5,
5ebee9426f05b0c9287bf8c0e27e9e37e1d96c66,1,-1,0,,
0bb042158c662ba44c06a7be57d9f1df741198c8,1,-1,0,,
62d8a5e9d2e05aad8394548eb716c0716b22cef2,1,-1,0,6,
c75bc1f25b623d0fb2fa4882bcc19dc30ff1649b,2,-1,1,5,3
2e92a2f5cdadb1c5932a75d3a84b9b89e77bde30,1,-1,0,1,
d60cd0231d4a7e67cc38f00bfc5c13856e937fcb,2,-2,0,16,
fc3b145cbbcad4a257f92f0640eb4ded19b44afe,1,-1,0,2,
8189399e9d6a2e17e8d5b4665c86efb696792f56,1,-1,0,,
40af10b782f554a958cd9636aa1b8132e2874872,1,-1,0,0,
6e6cfa0604aa578b52ed5d72ac954f040fadffa3,1,-1,0,86,
6e5fd9311fc0abab37fd442eebdc810aa0c3d6a1,1,-2,-1,0,
352e36a179ce12817551d81ad2861eef46a10e4b,1,-1,0,0,1
2c90b6235d3c120c45ea2c52e4ada5141f3f3021,2,-1,1,3,1
0adccfdb50e69b96ce0384e67782540a9df1be7a,1,-2,-1,0,1
de082bf4c719f177cb068e01511bc1c69bde4cbf,1,-2,-1,0,
b0823761f45c1141e3f155d7369ce0ba09d25e5e,2,-1,1,2,
f6251c8256d8ce3fb6fb76df23e477caa15f627b,1,-1,0,0,
bd772d127e3fb2da4a1de40b55b42382819f85d2,1,-1,0,8,
6eb9674bf5ded128cb230a31987f14816b7f1886,1,-2,-1,0,3
