sha,Positive,Negative,Final,new,total
24b3844fe4163dbf7c6fcdffdf3531d052ec8e08,2,-2,0,0,
6bfaf4dc6087062ac9ea8e9c036ef3c5ec95b254,1,-1,0,0,
be0f10e1902961daa51b543f293f7038dc6e4344,1,-2,-1,0,
daa8082d6718d39584ed6d25863af48acec2cea6,1,-2,-1,6,
10b84a3661cde77b25f6408e6f360655ee618a18,1,-1,0,,
b2ed7d80dea092e4258d04c191d42682a4db950f,1,-1,0,0,
a3db23cb76436786ebe0e5f388b4ca97dec51686,1,-2,-1,,
51935ee2e6dc473415b6708b60c9d47410876997,1,-1,0,7,1
2db7eb7a8c28f4f5d2550b45a9215948652f82ca,1,-1,0,,
7ea8a25a4c03c0c5f342d621eacd07ff62489b06,1,-1,0,,
7a74ec62d291bf344b308115bd115a6788074a93,1,-2,-1,0,
a20555102bf1c0a216fe9d3e2fa59edfb6091b1b,1,-1,0,,
b054789d698c2c0a6e050ef5d27804e7764bc801,1,-1,0,0,
581adb5013ed996705031ca8dd9e175c40675692,1,-1,0,,
9bc9a37e50e403a356a4f10d6df12e9f808d4fba,1,-1,0,,
9ea81baf34113ccb05244ea9fb63199e7f071bb0,1,-2,-1,,
3cdc78e6bb1f83973a14ce1550fe3874f7348b05,2,-1,1,,
2f36da1747e62a21108e21edacaf2e5ef12c2d6a,1,-1,0,0,
6e043af1449264efd6a5b3638011134cc6b85888,3,-2,1,,
bd216db4c0ab963412ad27055253f3469cf468ef,1,-2,-1,,
c32f7e6ad8155915593f94bfb8bed4acf395d296,1,-1,0,,
74502710b383175a760b563fb67dad295d97ec5a,1,-1,0,,
954be11bf2d3dc9fa11a69830d2ef5ff580ff533,1,-2,-1,12,5
80553197e9c8fd3e496cfb3108ad774201de0831,1,-1,0,,
624acc63dabd6f46974540ef27a5ca1caa891c1b,1,-2,-1,1,
418a91b5d4e3a0579b91d286f61c2b63c5b4a9b6,2,-1,1,0,
e33ccb628efd9a039d2ad9f9ca74f001bc682fcd,1,-1,0,,
d3e264e773c4652f34b40c7c3b494c0f7fbabffc,1,-1,0,9,
456b17fc8e46db7a7d57e1aac3c2af961c93f57a,1,-1,0,,
bb68b9c046b36dc73e5e4d9343e1de962c7699d1,1,-1,0,,
6732593bbad3d1e07f1ec7c2d00a2e1eabf382f2,1,-2,-1,6,11
e5ec3f55c968292ae8fd0cb8ad8b626abed8f503,1,-2,-1,8,
96bcfdfc7c9aac075635b2034e65e412a725672e,1,-1,0,,
fd969beae7326aed70fd201f299e9ebb0e0b72a9,1,-2,-1,,
f8cb3c3e1d16d34e5cc382cf4833330f9cce9aad,1,-1,0,,
410e00cbcb7dd664dcd1f451eca57e5882985186,1,-1,0,4,
d2b84bd4b03d528ff82c8fb6067f118ca9256792,1,-1,0,2,4
3afe2ed8e39da3605274baddc7245be569b4aed7,1,-2,-1,2,
cc4dce94af8b19a796eeb7a9be78640739cb1a48,1,-2,-1,0,2
e8955f731eff61417ec04253547f125cb921a59a,1,-2,-1,10,1
fc81acbfd704404a7599c4b97095a554f9fe69ba,1,-1,0,,
347b37e31945b54fb96fc7dacc2b2deed40e8e5e,1,-1,0,0,
1354371d4f4dd208458c776e1f27715ec5f77f47,1,-1,0,122,40
d504e85011332016447472fb37f1c1edd8acbf1a,1,-2,-1,,
1546bcd87770fba60b9663a2dc202823a873ecb4,1,-1,0,,
6810617179222ae659343efb02ef7e6cefb15662,1,-1,0,2,
d06da1b7f424ebad16ea5eca11b58b7c2ca3fa34,2,-1,1,5,
be846d833caade74f1d0536ecf9d540855cde758,2,-2,0,1,
f0282cb3de9b60d6eea12803103f8ca4d7f45734,1,-2,-1,0,
239dd0fb9b8a72ff0f108fea9a9372ab0858339c,1,-1,0,1,
2bcc6e82767fb07c7a86c0a4e5da64d75fb15f25,1,-2,-1,,
d904058c5fc321ea6d29dee41f74ea44cdbad3ea,1,-1,0,,
fab8b7e676bcaf4faf84d563ab48e3ebee61b4ab,1,-2,-1,0,13
dad19ac00f3388040d2d4d04a7c2439f89b65021,1,-2,-1,,
f2cb8523d1d9c74ebf2fd6f58f51e8afc95f01ca,1,-1,0,7,
a8c17e36c3239f33925b061d99a5d1d1074bbc67,1,-2,-1,3,3
339fc2379dd0d01bc039518f70b017b7520dcc9f,1,-1,0,12,
642a97783d29bb1d43ee20e8564db7b9432dade2,1,-2,-1,2,15
fa993fbaa00e994feb2c02b47fc646953b42d824,1,-1,0,,
a423b1d07d7e0ec70ff8b380f944368e6ebfb53b,2,-1,1,,
37a4d5ea46bb5ba1bdf2d7cb03c3678a128b6f9e,1,-2,-1,,
0dfa53c47a5a6ea0c06dfbd8341507322efe199f,1,-1,0,3,
9a71bfb9d64dae5d0296d162a01a62d8c13324da,1,-1,0,2,
0b591d703b574165fccf3c3a34f984beea140992,1,-1,0,,
443091b844d4119637d252a5303568e22d4f1d48,2,-2,0,16,50
ff96d574371811c75f4f454847f67508d1de98c0,1,-1,0,0,
ce7fe8fe5f8333e1e6936e2198713211bfb0dfe5,1,-1,0,0,
ecfe27ebab87a47542fde3ef6f4e02d06ae8cd92,1,-1,0,,
c903d5767e7432db04ac93c4db8712ff08d9b93b,1,-1,0,4,
301474f0baff19400db9206c502a9f1e488a5374,1,-1,0,0,
de4f4f530a92473edb3665c94ac386d5c53cc893,1,-2,-1,4,2
5145d6b6b413721948bf89079b13ddbe82143bf1,1,-2,-1,,
7a1f55567610725c5f9d5b6ddfc945b0153e6acd,1,-2,-1,,
ee3d3f1b27c4f456c6ccf28d1f4b62cc45beaed8,1,-1,0,,
22356d55ef232871f144be750087f71c5ed1e9a9,1,-2,-1,0,
70e13f032e6f594d021787583e1982225eea9388,1,-1,0,1,
477ae9e860fd2a2e605bb6d9892c6eab12ef7824,1,-1,0,,
329ee62da93d1a81690dea7786b99e9f1c13a48b,1,-1,0,,
53ca52f855e903907378188d29224b3f9cefa6cb,1,-1,0,1,
a5924025126a6ab77fd9fb74cf66a180931ffecf,1,-2,-1,1,
16190e9bfd2db13a886b4122127fbe4f96ed8f65,1,-2,-1,0,3
40f63eb9c1775bd292a5d028412fb784b7854701,1,-1,0,24,3
7a590612524bd8e899c8d6bbb73daece7f352d46,1,-1,0,4,
fa1d0383902260576132e09bdf9efcc2784b55b4,1,-1,0,,
dbca6b9b88e8e2eaa6a9c091ce5d88b8229c0d39,1,-1,0,,
2bfb239495c97e57ee51f2f462f5d09160a0d67b,1,-1,0,,
4580d9f16aabc44f3d97931c6bfa29de1e40bf2d,1,-2,-1,2,
f0b1b46486ca67a5d44b68ee076af0d6e986764a,1,-1,0,0,
d98ec33364d4ddb6ee53e0cd6001857207ba2089,1,-2,-1,15,8
a20c8e87605edc759a452f6eee79df901a9aafa6,3,-2,1,,
3face7fce2489715c040c9756ec05406aaa657d4,2,-1,1,17,
ee5cc974d2ef449444861d82e1793668184ca86f,1,-1,0,3,
cc4157d8773dc7f8b4fd771211bb24cc645e1341,1,-1,0,0,
49db5a63c043b50c10c2dfd0648f8d74ee917b6a,2,-2,0,8,
7d85785d3de7640ca0ee61e7110a32286e328343,1,-2,-1,,
53c84dbb49ff9ef5a1946dd389e75a4d0eb174f7,1,-1,0,,
a4c292173618e22b3f99ab8615c6b585c7688a40,1,-1,0,0,
74bdafe386ae6080d6f5ead852f9026061a65be4,1,-2,-1,6,3
d2b2fbdf94cf48094081650ebc18ee860e67d8d5,1,-2,-1,0,1
0b3989fd72acc6e989c495c63cb8ca6aa5850811,1,-1,0,4,
bb260e924f1fada8f6f138b13d809b58dcc85b2c,1,-1,0,0,
b4fa87cc51f0a7d640dc6ae2cc8f89f006aae652,1,-1,0,36,29
22612be46dd68255642ca50a1f78fa1790eb4759,1,-2,-1,4,1
aa014b27099103549fac7bbbeed5ef9544b01e84,2,-1,1,0,
287a92f746e898971cac0bdca18a045f2d5e0907,1,-1,0,,
642a09168c38e961a2936e5a2fe72f5cd83ae7a6,1,-1,0,4,1
150967994a69b2e26f5f68efb2a54a8522ae641d,1,-1,0,5,
f54acdbb13a6cf2a7ef9979f5a4e04240b1724c5,2,-2,0,3,
c140603fa9670840f47774c694a8b2d7eddb5018,1,-1,0,,
0eddddb82be563bee9e4b65030e27efd5148ff4b,1,-1,0,1,
594a0e1a07f57cd99faa0020b727c4af87be8fad,1,-3,-2,0,
a1ca07d3163b8be05056347e9403bcd6a36d535a,1,-1,0,,
8264492deefa594567573fecd19fba3068bf3d6f,1,-1,0,1,
b3aa655a70d92fedfebd32cf469a87b45766fc59,1,-1,0,55,
0c035c46b47cd4734d0529486e776c6c18d6643d,3,-1,2,0,
be8808dd4b4c67add4cd3b5adbc54b263a027831,1,-1,0,,
a23b28726ee04530b54da939a0c371be7f4f95bb,1,-1,0,,
e5492d77260afdffbe4d016081de30f74526f831,1,-2,-1,,
c238e14ac629b258c914dd4bf06479f7b2faa7ac,1,-1,0,,
faa15b8b758ed4e3f93aaa4d49a941562bdc86bb,1,-1,0,32,9
ba0ebca7a516d4179b6327ddc60b0b49b1265347,1,-1,0,2,1
7c69de42df78bbb4a651b293038d4e957e528970,1,-1,0,0,4
ef413699b658c939fa0a3930ddbface69bedd26e,1,-2,-1,3,1
86410e14d7f2947dff7c6e3e91cdb80597ff3b4c,1,-1,0,,
ba5fd3c8a40836dd91389e566253affb0677776f,1,-1,0,7,
8a166f8c28cf046cba0c596d781f1daeca795ccd,3,-2,1,5,
9df3872fbd1526bf6aecab1fcfdc52a33ab9630e,1,-1,0,2,
e8ddb76573d0aba659dd97d42ac02f5ec24516d2,1,-1,0,,
6f9f3655731ea1d46bd1f0ed0957579d831e2692,1,-1,0,20,6
c8f38dff71da356604cd357e92e4a9263bacafb4,1,-1,0,,
718d6f2475d377fd220da9898d25f7c8191f98cd,1,-1,0,0,
d02f02130eb36cdc4375eb40bdbe4a1f9b58fc60,1,-1,0,8,5
202ab22b9837169294a2bcff0a9f00016d859e0d,1,-1,0,,
0cacbcf30e0a90ab9fad7bc310e5477cf959f1fd,1,-1,0,1,
f6d7377f95b80686e51f8b60de57f2769685945a,1,-1,0,,
7b0254e00f137c574783341358b654c7a38f6135,1,-1,0,,
1d5f8649ce3e7c8d3b437e89b2cfbc6fdc18e49f,1,-1,0,,
adec6d6e47e18882ba012ae4f1fa8793c18bd0e1,1,-2,-1,0,
341d5db2604f20a8bd2a69e9ad08d14462829068,1,-1,0,,
73e2cbbd8f56f70bd5ef4594adc3770fa5a402ce,1,-1,0,2,
cb2f024f87aa1d4848eb059b15fefd7eca028a73,1,-1,0,2,
0120e88e2cab1c02cac471ab4acc76ce876bf72b,1,-2,-1,,
e24916a68f8259046be677e7f8c1f365960e0dc3,1,-1,0,0,
ad56f04af9d6173628f3ec41b0d9fd9f35855c14,2,-2,0,,
837f31dd1850b179918f83338b4b4487486b2c58,1,-2,-1,49,9
d166485be15d95192ec1b2818f815fa58726ec54,1,-1,0,39,5
3683d475edb7dbb4990ba6da7861552a602537bd,2,-1,1,0,2
08e8facdc9fce3a9195f5f646b49f55ffa043c73,2,-2,0,90,2
f33e9a346e22e29bb66e0ea0f3442903d136ca67,1,-1,0,16,6
f8dfbb067caa797c19494e12da6b4c6786980f73,2,-2,0,167,1
14171fa8b43e445afd7731463e0b548422602712,1,-1,0,0,
2b6630b518c7edb74b2fc225c2bcd39ef5e4aa26,1,-1,0,0,
1e0793c4cea44368b0fa07e361a27ad638136448,1,-1,0,,
1facab387f8c2e513c8b7397430251dc44970e35,2,-2,0,23,3
f24a62d4acfc48e23dd4bbb854668a727e9445a8,1,-1,0,3,10
d99f4a0ffa65ae3a654b043547f114a16fbe4905,2,-2,0,,
98094954a27849b027831a7401e965c6a949790c,1,-1,0,42,1
fffb9c5b5cac1a669f22dd99860774d6c0fdb94b,1,-1,0,29,
4943c3f2f7976dc9ff7ba143f6debc1b07642c0d,1,-1,0,,
a64ab91238aa8fc499397374c3589127425fb229,3,-1,2,10,
3a8d3a792755cb2bc2a72d3a64dd84b6c8653035,1,-2,-1,0,
24a7b1c6a5b20d29d605446fa7162624d76b2529,1,-2,-1,,
8bf20bb58637a59aa816e9d9668741a15fe9b55d,1,-2,-1,0,
b7513214860008070568eae2f28b7eb581166d72,1,-1,0,,
c470ff70d3e829c8b12f6eb6cc812c4162071a1f,1,-2,-1,35,7
8d1e96181da777800e82b5c34457dc313539eced,1,-1,0,,
8c5d7e0408a62aa5f414e8b707050bf8e313a57e,1,-2,-1,352,
d45d7ec781c7ab6d481d8e7495a08459de29d264,1,-1,0,,
7f19df29ac60ec9aef1dbd14704a2dd045b1cfbf,2,-1,1,3,
39fe105dfd1cae724238f5452d91c84cb6820e50,1,-2,-1,,
ab3ff7101c710f873b192f25697adc8fa6f72c0e,1,-1,0,,
345db596502de59a3119d2f86186143395b74e5b,1,-1,0,,
c9ec292135f26d1d70a40809026a420e4092f1c3,2,-2,0,1,
70f0d0bd3f16aa6493271398da34c5960066456c,1,-1,0,6,
440445e7c58508413006d37a475d642283ef984b,1,-1,0,,
7132a85fc394bc0627fe1763c17cb523d8a8ff37,1,-3,-2,,
ff9f928c16ddf95311f1c1badc64212b4975e623,2,-2,0,0,2
0f86e6884070ec9c867c9354ae331aceeb90b1e8,1,-2,-1,6,1
e8847205f93851b544899e08e00e17ec2d66f617,1,-1,0,,
133108cdacf7ee1cc4569e797f2cdf9ec60f7fdd,1,-1,0,29,12
7ecfbab92fa0993a3046ff0c3d4fc69f319f13a3,3,-1,2,0,
5be47a2f269ad5356a19c353c1e53e20bf9c140c,1,-2,-1,2,
c1b30a12b1a01ca0d1e39783884e8180f79ed8b1,1,-1,0,6,2
a30ecc67556e46e423a16e725bd712eb72ab338b,1,-1,0,0,
6281fbcb6ad3c1f7172af0ba590fa1e2605093de,1,-2,-1,1,
193c77968251a06b2393d1d286425a4f4ec97d10,1,-2,-1,0,
e70a191d3038e00790aa95fbd1e16e78c32b79a4,1,-3,-2,0,
95b46a12e5a74da2699b3472c639cc82b28cea96,1,-1,0,1,
70a506b9839605304a0a67b70e711a1139b47cbe,2,-2,0,2,
cbce95d9a5273a072c6c1e3d489760d5d52e638e,1,-2,-1,,
16ad358d64a138fc4b455379745ae1550a93d57b,1,-2,-1,15,
96cda0e07ac4981a642c6b32fa543bcce78be769,1,-3,-2,,
9752ccad552543964c2ba92a152cb67636233e13,1,-2,-1,1,
f65f3a878fc23c658ba2e62f9a1863a7b3d2bd4f,1,-1,0,0,
4e1c8ffd0d44ab7d1c0ca9ac9d70a98b46f35181,1,-1,0,52,1
